Prawdziwy,LM,K-Mean
0,[ 0.87019785  0.12980215],[ 1.  0.]
0,[ 0.69038981  0.30961019],[ 0.5  0.5]
0,[ 0.78224129  0.21775871],[ 0.8  0.2]
1,[ 0.89661845  0.10338155],[ 0.7  0.3]
0,[ 0.91582686  0.08417314],[ 1.  0.]
0,[ 0.87989577  0.12010423],[ 1.  0.]
0,[ 0.9028055  0.0971945],[ 0.9  0.1]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
0,[ 0.85543462  0.14456538],[ 0.9  0.1]
0,[ 0.90004948  0.09995052],[ 0.9  0.1]
0,[ 0.87189855  0.12810145],[ 0.9  0.1]
0,[ 0.9295757  0.0704243],[ 1.  0.]
0,[ 0.8152286  0.1847714],[ 1.  0.]
0,[ 0.69022788  0.30977212],[ 0.6  0.4]
0,[ 0.92024312  0.07975688],[ 0.7  0.3]
0,[ 0.91512141  0.08487859],[ 0.8  0.2]
0,[ 0.80805665  0.19194335],[ 0.8  0.2]
1,[ 0.86489678  0.13510322],[ 0.9  0.1]
1,[ 0.80694934  0.19305066],[ 0.7  0.3]
0,[ 0.90314727  0.09685273],[ 0.8  0.2]
0,[ 0.88792928  0.11207072],[ 0.8  0.2]
0,[ 0.83086454  0.16913546],[ 1.  0.]
1,[ 0.8389235  0.1610765],[ 0.5  0.5]
0,[ 0.92705329  0.07294671],[ 0.9  0.1]
0,[ 0.76583894  0.23416106],[ 0.5  0.5]
0,[ 0.85552827  0.14447173],[ 1.  0.]
1,[ 0.92427553  0.07572447],[ 0.8  0.2]
0,[ 0.80251567  0.19748433],[ 0.8  0.2]
0,[ 0.91642102  0.08357898],[ 0.8  0.2]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
0,[ 0.74821312  0.25178688],[ 0.5  0.5]
0,[ 0.92492767  0.07507233],[ 0.9  0.1]
0,[ 0.89897811  0.10102189],[ 1.  0.]
0,[ 0.91529424  0.08470576],[ 1.  0.]
0,[ 0.83735581  0.16264419],[ 0.9  0.1]
0,[ 0.92223563  0.07776437],[ 0.7  0.3]
1,[ 0.93157946  0.06842054],[ 0.7  0.3]
0,[ 0.9344553  0.0655447],[ 0.9  0.1]
0,[ 0.91512141  0.08487859],[ 0.8  0.2]
0,[ 0.88313534  0.11686466],[ 0.8  0.2]
0,[ 0.80251567  0.19748433],[ 0.8  0.2]
0,[ 0.83854445  0.16145555],[ 1.  0.]
0,[ 0.66646295  0.33353705],[ 0.7  0.3]
0,[ 0.89065114  0.10934886],[ 0.9  0.1]
0,[ 0.82554576  0.17445424],[ 0.9  0.1]
0,[ 0.86218393  0.13781607],[ 0.9  0.1]
1,[ 0.87357782  0.12642218],[ 0.7  0.3]
1,[ 0.77086092  0.22913908],[ 0.4  0.6]
0,[ 0.88876978  0.11123022],[ 0.8  0.2]
0,[ 0.90837025  0.09162975],[ 1.  0.]
1,[ 0.93819804  0.06180196],[ 1.  0.]
0,[ 0.90479489  0.09520511],[ 1.  0.]
0,[ 0.81270647  0.18729353],[ 1.  0.]
0,[ 0.91340466  0.08659534],[ 1.  0.]
0,[ 0.88629883  0.11370117],[ 1.  0.]
0,[ 0.87287307  0.12712693],[ 0.9  0.1]
1,[ 0.89904688  0.10095312],[ 0.9  0.1]
1,[ 0.90025697  0.09974303],[ 0.6  0.4]
0,[ 0.8431713  0.1568287],[ 0.9  0.1]
0,[ 0.88637514  0.11362486],[ 0.9  0.1]
0,[ 0.73083276  0.26916724],[ 0.6  0.4]
0,[ 0.85110518  0.14889482],[ 0.8  0.2]
0,[ 0.93880798  0.06119202],[ 1.  0.]
0,[ 0.59368964  0.40631036],[ 0.4  0.6]
0,[ 0.91069851  0.08930149],[ 1.  0.]
0,[ 0.91314062  0.08685938],[ 0.9  0.1]
0,[ 0.91849137  0.08150863],[ 0.9  0.1]
1,[ 0.67933204  0.32066796],[ 0.9  0.1]
0,[ 0.80793914  0.19206086],[ 0.8  0.2]
0,[ 0.74821312  0.25178688],[ 0.5  0.5]
0,[ 0.89370765  0.10629235],[ 1.  0.]
0,[ 0.83479224  0.16520776],[ 0.9  0.1]
0,[ 0.75825673  0.24174327],[ 1.  0.]
0,[ 0.9295757  0.0704243],[ 1.  0.]
1,[ 0.75971942  0.24028058],[ 0.4  0.6]
0,[ 0.8121634  0.1878366],[ 1.  0.]
0,[ 0.91755725  0.08244275],[ 1.  0.]
0,[ 0.87627543  0.12372457],[ 1.  0.]
0,[ 0.77490209  0.22509791],[ 0.9  0.1]
0,[ 0.92954362  0.07045638],[ 0.9  0.1]
0,[ 0.91576845  0.08423155],[ 0.9  0.1]
1,[ 0.88453861  0.11546139],[ 0.8  0.2]
0,[ 0.8471314  0.1528686],[ 0.9  0.1]
0,[ 0.91992596  0.08007404],[ 0.9  0.1]
0,[ 0.83419596  0.16580404],[ 0.9  0.1]
0,[ 0.77211677  0.22788323],[ 0.5  0.5]
0,[ 0.93328596  0.06671404],[ 0.9  0.1]
0,[ 0.65873193  0.34126807],[ 0.5  0.5]
0,[ 0.91523549  0.08476451],[ 0.8  0.2]
0,[ 0.90039988  0.09960012],[ 0.9  0.1]
0,[ 0.93992955  0.06007045],[ 0.9  0.1]
0,[ 0.85120114  0.14879886],[ 1.  0.]
0,[ 0.79308444  0.20691556],[ 0.6  0.4]
0,[ 0.90273901  0.09726099],[ 1.  0.]
0,[ 0.85836459  0.14163541],[ 1.  0.]
1,[ 0.90743351  0.09256649],[ 1.  0.]
0,[ 0.85155623  0.14844377],[ 1.  0.]
0,[ 0.90808033  0.09191967],[ 0.8  0.2]
0,[ 0.90182752  0.09817248],[ 0.9  0.1]
0,[ 0.82646071  0.17353929],[ 0.9  0.1]
0,[ 0.9176111  0.0823889],[ 1.  0.]
0,[ 0.81227893  0.18772107],[ 1.  0.]
0,[ 0.91529424  0.08470576],[ 1.  0.]
0,[ 0.90314727  0.09685273],[ 0.8  0.2]
0,[ 0.90582681  0.09417319],[ 0.8  0.2]
0,[ 0.70589616  0.29410384],[ 0.3  0.7]
0,[ 0.91561688  0.08438312],[ 1.  0.]
0,[ 0.92029869  0.07970131],[ 1.  0.]
0,[ 0.73634705  0.26365295],[ 0.6  0.4]
0,[ 0.87657894  0.12342106],[ 0.9  0.1]
1,[ 0.88629883  0.11370117],[ 1.  0.]
0,[ 0.82872915  0.17127085],[ 0.9  0.1]
0,[ 0.82605786  0.17394214],[ 0.9  0.1]
0,[ 0.79755357  0.20244643],[ 0.9  0.1]
0,[ 0.92931794  0.07068206],[ 1.  0.]
0,[ 0.93323878  0.06676122],[ 0.6  0.4]
0,[ 0.91347069  0.08652931],[ 1.  0.]
0,[ 0.6303164  0.3696836],[ 0.8  0.2]
0,[ 0.83902583  0.16097417],[ 1.  0.]
0,[ 0.8819374  0.1180626],[ 0.9  0.1]
0,[ 0.92072111  0.07927889],[ 1.  0.]
0,[ 0.76023061  0.23976939],[ 0.9  0.1]
0,[ 0.89897811  0.10102189],[ 1.  0.]
0,[ 0.79580442  0.20419558],[ 1.  0.]
1,[ 0.81631647  0.18368353],[ 0.7  0.3]
0,[ 0.89945851  0.10054149],[ 0.7  0.3]
1,[ 0.87989577  0.12010423],[ 1.  0.]
0,[ 0.88876978  0.11123022],[ 0.8  0.2]
0,[ 0.90907444  0.09092556],[ 0.9  0.1]
0,[ 0.91071027  0.08928973],[ 1.  0.]
0,[ 0.93632973  0.06367027],[ 0.8  0.2]
0,[ 0.90718468  0.09281532],[ 1.  0.]
1,[ 0.77086092  0.22913908],[ 0.4  0.6]
0,[ 0.73098174  0.26901826],[ 0.6  0.4]
0,[ 0.87357782  0.12642218],[ 0.7  0.3]
0,[ 0.84163716  0.15836284],[ 1.  0.]
0,[ 0.80263569  0.19736431],[ 0.7  0.3]
0,[ 0.8496348  0.1503652],[ 1.  0.]
0,[ 0.91555834  0.08444166],[ 1.  0.]
0,[ 0.92959321  0.07040679],[ 1.  0.]
0,[ 0.90046779  0.09953221],[ 1.  0.]
0,[ 0.85110518  0.14889482],[ 0.8  0.2]
0,[ 0.92912335  0.07087665],[ 0.9  0.1]
0,[ 0.83308704  0.16691296],[ 0.9  0.1]
0,[ 0.78794798  0.21205202],[ 0.5  0.5]
1,[ 0.90589141  0.09410859],[ 0.9  0.1]
0,[ 0.80319962  0.19680038],[ 0.8  0.2]
0,[ 0.8431713  0.1568287],[ 0.9  0.1]
0,[ 0.78747871  0.21252129],[ 0.9  0.1]
0,[ 0.90176044  0.09823956],[ 0.9  0.1]
0,[ 0.92487505  0.07512495],[ 0.9  0.1]
0,[ 0.89661845  0.10338155],[ 0.7  0.3]
1,[ 0.91642102  0.08357898],[ 0.8  0.2]
0,[ 0.90300788  0.09699212],[ 0.8  0.2]
0,[ 0.91401431  0.08598569],[ 0.9  0.1]
0,[ 0.86979478  0.13020522],[ 1.  0.]
0,[ 0.89938999  0.10061001],[ 0.8  0.2]
0,[ 0.74286035  0.25713965],[ 0.8  0.2]
0,[ 0.86979478  0.13020522],[ 1.  0.]
1,[ 0.85065349  0.14934651],[ 0.9  0.1]
0,[ 0.93252967  0.06747033],[ 0.7  0.3]
0,[ 0.91085805  0.08914195],[ 1.  0.]
0,[ 0.82428148  0.17571852],[ 1.  0.]
0,[ 0.86574038  0.13425962],[ 1.  0.]
0,[ 0.93724897  0.06275103],[ 0.9  0.1]
1,[ 0.88766894  0.11233106],[ 0.7  0.3]
0,[ 0.91340466  0.08659534],[ 1.  0.]
0,[ 0.82594899  0.17405101],[ 0.9  0.1]
0,[ 0.79755357  0.20244643],[ 0.9  0.1]
0,[ 0.9080924  0.0919076],[ 0.8  0.2]
0,[ 0.82155575  0.17844425],[ 0.8  0.2]
0,[ 0.87657894  0.12342106],[ 0.9  0.1]
0,[ 0.78284773  0.21715227],[ 0.4  0.6]
0,[ 0.89090541  0.10909459],[ 1.  0.]
0,[ 0.9176111  0.0823889],[ 1.  0.]
0,[ 0.92029869  0.07970131],[ 1.  0.]
0,[ 0.91576845  0.08423155],[ 0.9  0.1]
1,[ 0.89654822  0.10345178],[ 0.7  0.3]
0,[ 0.86114051  0.13885949],[ 1.  0.]
0,[ 0.91589121  0.08410879],[ 0.9  0.1]
0,[ 0.90582681  0.09417319],[ 0.8  0.2]
0,[ 0.83902583  0.16097417],[ 1.  0.]
0,[ 0.93353028  0.06646972],[ 0.9  0.1]
0,[ 0.91749993  0.08250007],[ 0.9  0.1]
0,[ 0.92959321  0.07040679],[ 1.  0.]
0,[ 0.88876978  0.11123022],[ 0.8  0.2]
0,[ 0.85836459  0.14163541],[ 1.  0.]
0,[ 0.82439117  0.17560883],[ 0.9  0.1]
0,[ 0.80570064  0.19429936],[ 0.9  0.1]
0,[ 0.93251518  0.06748482],[ 0.8  0.2]
0,[ 0.92959321  0.07040679],[ 1.  0.]
1,[ 0.91353054  0.08646946],[ 0.9  0.1]
0,[ 0.93154823  0.06845177],[ 0.9  0.1]
0,[ 0.89962623  0.10037377],[ 1.  0.]
0,[ 0.90641354  0.09358646],[ 1.  0.]
0,[ 0.86939109  0.13060891],[ 1.  0.]
0,[ 0.90582681  0.09417319],[ 0.8  0.2]
0,[ 0.78211224  0.21788776],[ 0.8  0.2]
0,[ 0.93885148  0.06114852],[ 0.8  0.2]
0,[ 0.76023061  0.23976939],[ 0.9  0.1]
0,[ 0.93128003  0.06871997],[ 0.8  0.2]
0,[ 0.79249902  0.20750098],[ 1.  0.]
0,[ 0.77629377  0.22370623],[ 0.7  0.3]
0,[ 0.88201624  0.11798376],[ 1.  0.]
0,[ 0.82883664  0.17116336],[ 0.9  0.1]
0,[ 0.86615362  0.13384638],[ 0.9  0.1]
0,[ 0.9206658  0.0793342],[ 0.7  0.3]
0,[ 0.89363568  0.10636432],[ 0.8  0.2]
0,[ 0.86293863  0.13706137],[ 0.8  0.2]
0,[ 0.90182752  0.09817248],[ 0.9  0.1]
1,[ 0.72483851  0.27516149],[ 0.5  0.5]
0,[ 0.93637487  0.06362513],[ 1.  0.]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
0,[ 0.83419596  0.16580404],[ 0.9  0.1]
0,[ 0.80067783  0.19932217],[ 1.  0.]
0,[ 0.73464412  0.26535588],[ 0.9  0.1]
0,[ 0.91582686  0.08417314],[ 1.  0.]
0,[ 0.89090541  0.10909459],[ 1.  0.]
0,[ 0.7707271  0.2292729],[ 0.7  0.3]
0,[ 0.91347069  0.08652931],[ 1.  0.]
0,[ 0.8832135  0.1167865],[ 0.9  0.1]
0,[ 0.86574038  0.13425962],[ 1.  0.]
1,[ 0.72252773  0.27747227],[ 0.4  0.6]
0,[ 0.90901181  0.09098819],[ 1.  0.]
1,[ 0.90472962  0.09527038],[ 0.9  0.1]
0,[ 0.7920378  0.2079622],[ 0.7  0.3]
0,[ 0.91085805  0.08914195],[ 1.  0.]
0,[ 0.86615362  0.13384638],[ 0.9  0.1]
0,[ 0.87287307  0.12712693],[ 0.9  0.1]
0,[ 0.92492767  0.07507233],[ 0.9  0.1]
0,[ 0.81270647  0.18729353],[ 1.  0.]
0,[ 0.85165196  0.14834804],[ 0.9  0.1]
0,[ 0.81974343  0.18025657],[ 1.  0.]
0,[ 0.91512141  0.08487859],[ 0.8  0.2]
0,[ 0.9295757  0.0704243],[ 1.  0.]
0,[ 0.93885148  0.06114852],[ 0.8  0.2]
0,[ 0.85836459  0.14163541],[ 1.  0.]
0,[ 0.90575555  0.09424445],[ 0.9  0.1]
1,[ 0.80207116  0.19792884],[ 0.6  0.4]
0,[ 0.85836459  0.14163541],[ 1.  0.]
1,[ 0.73689074  0.26310926],[ 0.9  0.1]
0,[ 0.88876978  0.11123022],[ 0.8  0.2]
0,[ 0.89897811  0.10102189],[ 1.  0.]
0,[ 0.89897811  0.10102189],[ 1.  0.]
1,[ 0.90743351  0.09256649],[ 1.  0.]
0,[ 0.82196679  0.17803321],[ 1.  0.]
0,[ 0.90314727  0.09685273],[ 0.8  0.2]
0,[ 0.86656623  0.13343377],[ 0.9  0.1]
0,[ 0.83902583  0.16097417],[ 1.  0.]
0,[ 0.90222905  0.09777095],[ 0.6  0.4]
0,[ 0.87011227  0.12988773],[ 0.8  0.2]
0,[ 0.81684965  0.18315035],[ 0.9  0.1]
0,[ 0.86930506  0.13069494],[ 1.  0.]
0,[ 0.86979478  0.13020522],[ 1.  0.]
0,[ 0.92427553  0.07572447],[ 0.8  0.2]
0,[ 0.91854805  0.08145195],[ 0.8  0.2]
0,[ 0.84259956  0.15740044],[ 0.9  0.1]
0,[ 0.91251444  0.08748556],[ 0.8  0.2]
0,[ 0.93257731  0.06742269],[ 1.  0.]
0,[ 0.92959321  0.07040679],[ 1.  0.]
0,[ 0.84759233  0.15240767],[ 1.  0.]
0,[ 0.75519047  0.24480953],[ 0.8  0.2]
0,[ 0.90743351  0.09256649],[ 1.  0.]
1,[ 0.91556952  0.08443048],[ 0.9  0.1]
0,[ 0.90575555  0.09424445],[ 0.9  0.1]
1,[ 0.70589616  0.29410384],[ 0.3  0.7]
0,[ 0.89090541  0.10909459],[ 1.  0.]
0,[ 0.82103327  0.17896673],[ 1.  0.]
0,[ 0.85165196  0.14834804],[ 0.9  0.1]
0,[ 0.91518023  0.08481977],[ 0.9  0.1]
0,[ 0.89897811  0.10102189],[ 1.  0.]
0,[ 0.87540591  0.12459409],[ 0.9  0.1]
0,[ 0.86930506  0.13069494],[ 1.  0.]
0,[ 0.90222905  0.09777095],[ 0.6  0.4]
0,[ 0.91407383  0.08592617],[ 0.9  0.1]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
1,[ 0.82554576  0.17445424],[ 0.9  0.1]
0,[ 0.83479224  0.16520776],[ 0.9  0.1]
0,[ 0.92954362  0.07045638],[ 0.9  0.1]
0,[ 0.88313534  0.11686466],[ 0.8  0.2]
0,[ 0.92290204  0.07709796],[ 1.  0.]
1,[ 0.9372935  0.0627065],[ 0.9  0.1]
1,[ 0.8121634  0.1878366],[ 1.  0.]
0,[ 0.88313534  0.11686466],[ 0.8  0.2]
1,[ 0.84307112  0.15692888],[ 0.6  0.4]
0,[ 0.92432852  0.07567148],[ 1.  0.]
0,[ 0.90815559  0.09184441],[ 0.8  0.2]
0,[ 0.93357726  0.06642274],[ 0.9  0.1]
0,[ 0.92432852  0.07567148],[ 1.  0.]
0,[ 0.93992955  0.06007045],[ 0.9  0.1]
0,[ 0.86123106  0.13876894],[ 1.  0.]
0,[ 0.91245395  0.08754605],[ 1.  0.]
0,[ 0.91130916  0.08869084],[ 1.  0.]
0,[ 0.83086454  0.16913546],[ 1.  0.]
0,[ 0.8471314  0.1528686],[ 0.9  0.1]
0,[ 0.91582686  0.08417314],[ 1.  0.]
0,[ 0.91353054  0.08646946],[ 0.9  0.1]
0,[ 0.93448759  0.06551241],[ 1.  0.]
0,[ 0.82996803  0.17003197],[ 0.9  0.1]
0,[ 0.90814353  0.09185647],[ 1.  0.]
0,[ 0.89998132  0.10001868],[ 0.9  0.1]
0,[ 0.85922843  0.14077157],[ 0.9  0.1]
0,[ 0.90843973  0.09156027],[ 0.8  0.2]
0,[ 0.87989577  0.12010423],[ 1.  0.]
0,[ 0.86615362  0.13384638],[ 0.9  0.1]
0,[ 0.92024312  0.07975688],[ 0.7  0.3]
0,[ 0.92705329  0.07294671],[ 0.9  0.1]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
0,[ 0.90647777  0.09352223],[ 0.9  0.1]
0,[ 0.8507497  0.1492503],[ 0.8  0.2]
0,[ 0.87666087  0.12333913],[ 0.9  0.1]
0,[ 0.91992596  0.08007404],[ 0.9  0.1]
0,[ 0.88637514  0.11362486],[ 0.9  0.1]
0,[ 0.93058573  0.06941427],[ 0.8  0.2]
0,[ 0.83950657  0.16049343],[ 0.9  0.1]
0,[ 0.83950657  0.16049343],[ 0.9  0.1]
0,[ 0.91130916  0.08869084],[ 1.  0.]
1,[ 0.69925638  0.30074362],[ 0.4  0.6]
0,[ 0.85110518  0.14889482],[ 0.8  0.2]
0,[ 0.90743351  0.09256649],[ 1.  0.]
0,[ 0.86251658  0.13748342],[ 1.  0.]
1,[ 0.85120114  0.14879886],[ 1.  0.]
1,[ 0.83419596  0.16580404],[ 0.9  0.1]
0,[ 0.93349987  0.06650013],[ 0.9  0.1]
0,[ 0.88938741  0.11061259],[ 0.9  0.1]
0,[ 0.91981764  0.08018236],[ 0.8  0.2]
0,[ 0.91124791  0.08875209],[ 1.  0.]
0,[ 0.79580442  0.20419558],[ 1.  0.]
0,[ 0.83097096  0.16902904],[ 1.  0.]
0,[ 0.81738221  0.18261779],[ 1.  0.]
0,[ 0.83308704  0.16691296],[ 0.9  0.1]
0,[ 0.91854805  0.08145195],[ 0.8  0.2]
0,[ 0.90300788  0.09699212],[ 0.8  0.2]
0,[ 0.84973155  0.15026845],[ 1.  0.]
0,[ 0.74286035  0.25713965],[ 0.8  0.2]
0,[ 0.90815559  0.09184441],[ 0.8  0.2]
0,[ 0.76583894  0.23416106],[ 0.5  0.5]
0,[ 0.91490027  0.08509973],[ 0.9  0.1]
0,[ 0.91154499  0.08845501],[ 1.  0.]
0,[ 0.91064865  0.08935135],[ 1.  0.]
0,[ 0.81282173  0.18717827],[ 0.7  0.3]
0,[ 0.92540465  0.07459535],[ 0.8  0.2]
0,[ 0.89619654  0.10380346],[ 0.9  0.1]
0,[ 0.8471314  0.1528686],[ 0.9  0.1]
0,[ 0.90004948  0.09995052],[ 0.9  0.1]
0,[ 0.91378444  0.08621556],[ 1.  0.]
0,[ 0.92720202  0.07279798],[ 1.  0.]
0,[ 0.81039414  0.18960586],[ 1.  0.]
0,[ 0.90542866  0.09457134],[ 1.  0.]
0,[ 0.72252773  0.27747227],[ 0.4  0.6]
0,[ 0.91407383  0.08592617],[ 0.9  0.1]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
1,[ 0.91063689  0.08936311],[ 0.9  0.1]
0,[ 0.93997231  0.06002769],[ 0.9  0.1]
0,[ 0.89897811  0.10102189],[ 1.  0.]
0,[ 0.91378444  0.08621556],[ 1.  0.]
1,[ 0.81643002  0.18356998],[ 0.9  0.1]
0,[ 0.872789  0.127211],[ 0.9  0.1]
0,[ 0.92931794  0.07068206],[ 1.  0.]
0,[ 0.9381541  0.0618459],[ 1.  0.]
0,[ 0.90453971  0.09546029],[ 1.  0.]
0,[ 0.86218393  0.13781607],[ 0.9  0.1]
0,[ 0.88792928  0.11207072],[ 0.8  0.2]
1,[ 0.82605786  0.17394214],[ 0.9  0.1]
0,[ 0.91154499  0.08845501],[ 1.  0.]
0,[ 0.84153617  0.15846383],[ 0.9  0.1]
0,[ 0.91314062  0.08685938],[ 0.9  0.1]
0,[ 0.87989577  0.12010423],[ 1.  0.]
0,[ 0.85543462  0.14456538],[ 0.9  0.1]
0,[ 0.82144468  0.17855532],[ 0.7  0.3]
0,[ 0.86218393  0.13781607],[ 0.9  0.1]
0,[ 0.71917611  0.28082389],[ 0.9  0.1]
1,[ 0.91251444  0.08748556],[ 0.8  0.2]
0,[ 0.8496348  0.1503652],[ 1.  0.]
0,[ 0.93448759  0.06551241],[ 1.  0.]
1,[ 0.93058573  0.06941427],[ 0.8  0.2]
0,[ 0.83419596  0.16580404],[ 0.9  0.1]
0,[ 0.90994423  0.09005577],[ 1.  0.]
0,[ 0.90743351  0.09256649],[ 1.  0.]
0,[ 0.87019785  0.12980215],[ 1.  0.]
1,[ 0.76533601  0.23466399],[ 0.2  0.8]
0,[ 0.91245395  0.08754605],[ 1.  0.]
0,[ 0.89661845  0.10338155],[ 0.7  0.3]
0,[ 0.91582686  0.08417314],[ 1.  0.]
0,[ 0.86615362  0.13384638],[ 0.9  0.1]
0,[ 0.9028055  0.0971945],[ 0.9  0.1]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
0,[ 0.91378444  0.08621556],[ 1.  0.]
0,[ 0.9295757  0.0704243],[ 1.  0.]
0,[ 0.8152286  0.1847714],[ 1.  0.]
1,[ 0.69022788  0.30977212],[ 0.6  0.4]
0,[ 0.92024312  0.07975688],[ 0.7  0.3]
0,[ 0.91512141  0.08487859],[ 0.8  0.2]
0,[ 0.91091954  0.08908046],[ 1.  0.]
0,[ 0.77198346  0.22801654],[ 0.9  0.1]
0,[ 0.90314727  0.09685273],[ 0.8  0.2]
0,[ 0.88792928  0.11207072],[ 0.8  0.2]
0,[ 0.91561688  0.08438312],[ 1.  0.]
0,[ 0.91589121  0.08410879],[ 0.9  0.1]
0,[ 0.91318921  0.08681079],[ 1.  0.]
0,[ 0.85552827  0.14447173],[ 1.  0.]
0,[ 0.80251567  0.19748433],[ 0.8  0.2]
0,[ 0.88884464  0.11115536],[ 0.9  0.1]
0,[ 0.74821312  0.25178688],[ 0.5  0.5]
0,[ 0.92492767  0.07507233],[ 0.9  0.1]
0,[ 0.8427  0.1573],[ 1.  0.]
0,[ 0.89897811  0.10102189],[ 1.  0.]
0,[ 0.83735581  0.16264419],[ 0.9  0.1]
0,[ 0.92223563  0.07776437],[ 0.7  0.3]
0,[ 0.91512141  0.08487859],[ 0.8  0.2]
0,[ 0.9370463  0.0629537],[ 1.  0.]
0,[ 0.92756873  0.07243127],[ 0.9  0.1]
0,[ 0.80251567  0.19748433],[ 0.8  0.2]
0,[ 0.81696294  0.18303706],[ 0.8  0.2]
0,[ 0.8507497  0.1492503],[ 0.8  0.2]
0,[ 0.83854445  0.16145555],[ 1.  0.]
0,[ 0.66646295  0.33353705],[ 0.7  0.3]
0,[ 0.92751783  0.07248217],[ 0.9  0.1]
0,[ 0.83479224  0.16520776],[ 0.9  0.1]
0,[ 0.87357782  0.12642218],[ 0.7  0.3]
0,[ 0.88876978  0.11123022],[ 0.8  0.2]
0,[ 0.90837025  0.09162975],[ 1.  0.]
0,[ 0.90815559  0.09184441],[ 0.8  0.2]
1,[ 0.92962527  0.07037473],[ 0.8  0.2]
0,[ 0.90479489  0.09520511],[ 1.  0.]
0,[ 0.82646071  0.17353929],[ 0.9  0.1]
0,[ 0.91589121  0.08410879],[ 0.9  0.1]
0,[ 0.8121634  0.1878366],[ 1.  0.]
0,[ 0.91340466  0.08659534],[ 1.  0.]
0,[ 0.90025697  0.09974303],[ 0.6  0.4]
0,[ 0.92024312  0.07975688],[ 0.7  0.3]
0,[ 0.85110518  0.14889482],[ 0.8  0.2]
1,[ 0.90300788  0.09699212],[ 0.8  0.2]
0,[ 0.93880798  0.06119202],[ 1.  0.]
0,[ 0.90575555  0.09424445],[ 0.9  0.1]
0,[ 0.85464556  0.14535444],[ 1.  0.]
0,[ 0.86615362  0.13384638],[ 0.9  0.1]
0,[ 0.80793914  0.19206086],[ 0.8  0.2]
0,[ 0.74079223  0.25920777],[ 0.5  0.5]
0,[ 0.74821312  0.25178688],[ 0.5  0.5]
0,[ 0.8427  0.1573],[ 1.  0.]
1,[ 0.87619329  0.12380671],[ 1.  0.]
0,[ 0.80251567  0.19748433],[ 0.8  0.2]
0,[ 0.90811473  0.09188527],[ 1.  0.]
0,[ 0.75971942  0.24028058],[ 0.4  0.6]
0,[ 0.8121634  0.1878366],[ 1.  0.]
0,[ 0.92720202  0.07279798],[ 1.  0.]
0,[ 0.88629883  0.11370117],[ 1.  0.]
0,[ 0.87627543  0.12372457],[ 1.  0.]
0,[ 0.87657894  0.12342106],[ 0.9  0.1]
0,[ 0.92954362  0.07045638],[ 0.9  0.1]
0,[ 0.93053679  0.06946321],[ 1.  0.]
1,[ 0.73083276  0.26916724],[ 0.6  0.4]
0,[ 0.88453861  0.11546139],[ 0.8  0.2]
0,[ 0.8471314  0.1528686],[ 0.9  0.1]
0,[ 0.85155623  0.14844377],[ 1.  0.]
1,[ 0.70000529  0.29999471],[ 0.4  0.6]
0,[ 0.6656703  0.3343297],[ 0.8  0.2]
0,[ 0.78224129  0.21775871],[ 0.8  0.2]
0,[ 0.85748227  0.14251773],[ 0.9  0.1]
0,[ 0.89686046  0.10313954],[ 0.8  0.2]
0,[ 0.92962527  0.07037473],[ 0.8  0.2]
0,[ 0.93328596  0.06671404],[ 0.9  0.1]
0,[ 0.92207576  0.07792424],[ 0.6  0.4]
1,[ 0.90850271  0.09149729],[ 1.  0.]
1,[ 0.91523549  0.08476451],[ 0.8  0.2]
0,[ 0.90736987  0.09263013],[ 0.8  0.2]
1,[ 0.84722946  0.15277054],[ 0.9  0.1]
0,[ 0.93992955  0.06007045],[ 0.9  0.1]
1,[ 0.85932002  0.14067998],[ 0.9  0.1]
0,[ 0.90273901  0.09726099],[ 1.  0.]
0,[ 0.8832135  0.1167865],[ 0.9  0.1]
0,[ 0.85836459  0.14163541],[ 1.  0.]
0,[ 0.90743351  0.09256649],[ 1.  0.]
0,[ 0.85155623  0.14844377],[ 1.  0.]
0,[ 0.91160605  0.08839395],[ 1.  0.]
0,[ 0.90808033  0.09191967],[ 0.8  0.2]
0,[ 0.90182752  0.09817248],[ 0.9  0.1]
1,[ 0.92540465  0.07459535],[ 0.8  0.2]
0,[ 0.93058573  0.06941427],[ 0.8  0.2]
0,[ 0.93349987  0.06650013],[ 0.9  0.1]
0,[ 0.87366145  0.12633855],[ 0.7  0.3]
0,[ 0.82646071  0.17353929],[ 0.9  0.1]
0,[ 0.90472962  0.09527038],[ 0.9  0.1]
0,[ 0.89612605  0.10387395],[ 0.9  0.1]
0,[ 0.91529424  0.08470576],[ 1.  0.]
0,[ 0.90314727  0.09685273],[ 0.8  0.2]
0,[ 0.73634705  0.26365295],[ 0.6  0.4]
0,[ 0.91981764  0.08018236],[ 0.8  0.2]
0,[ 0.9370016  0.0629984],[ 1.  0.]
0,[ 0.9372935  0.0627065],[ 0.9  0.1]
0,[ 0.88629883  0.11370117],[ 1.  0.]
0,[ 0.82872915  0.17127085],[ 0.9  0.1]
0,[ 0.82605786  0.17394214],[ 0.9  0.1]
